time,V1,V2,I1,I2
2985,0.00,12.24,-0.007,0.029
2986,0.00,12.27,0.011,0.039
2987,0.00,12.24,0.005,0.026
2988,0.00,12.27,0.015,0.045
2989,0.00,12.24,0.002,0.028
2990,0.00,12.24,0.019,0.040
2991,0.00,12.24,0.003,0.042
2992,0.00,12.27,0.011,0.031
2993,0.00,12.27,0.013,0.027
2994,0.00,12.22,0.025,0.040
2995,0.00,12.27,0.003,0.041
2996,0.00,12.29,0.017,0.027
2997,0.00,12.27,0.022,0.038
2998,0.00,12.24,0.018,0.007
2999,0.00,12.24,-0.001,0.014
3000,0.00,12.22,0.011,0.035
3001,0.00,12.24,0.016,0.034
3002,0.00,12.27,-0.003,0.019
3003,0.00,12.27,-0.003,0.023
3004,0.00,12.24,0.012,0.041
3005,0.00,12.29,0.016,0.041
3006,0.00,12.27,0.008,0.041
3007,0.00,12.24,0.004,0.044
3008,0.00,12.27,0.014,0.051
3009,0.00,12.27,0.013,0.024
3010,0.00,12.27,0.002,0.035
3011,0.00,12.24,0.015,0.035
3012,0.00,12.24,0.025,0.018
3013,0.00,12.27,0.033,0.024
3014,0.00,12.27,0.013,0.027
3015,0.00,12.27,0.010,0.029
3016,0.00,12.22,0.044,0.028
3017,0.00,12.22,0.008,0.033
3018,0.00,12.24,0.009,0.032
3019,0.00,12.27,0.005,0.027
3020,0.00,12.27,0.016,0.033
3021,0.00,12.27,0.013,0.028
3022,0.00,12.24,0.005,0.015
3023,0.00,12.27,0.009,0.033
3024,0.00,12.27,0.013,0.035
3025,0.00,12.27,0.009,0.037
3026,0.00,12.24,0.023,0.030
3027,0.00,12.22,0.002,0.029
3028,0.00,12.27,0.036,0.032
3029,0.00,12.27,0.024,0.023
3030,0.00,12.24,0.015,0.045
3031,0.00,12.22,0.012,0.024
3032,0.00,12.27,0.018,0.032
3033,0.00,12.27,0.010,0.028
3034,0.00,12.24,0.005,0.054
3035,0.00,12.27,0.028,0.035
3036,0.00,12.27,0.028,0.038
3037,0.00,12.27,0.016,0.033
3038,0.00,12.27,-0.001,0.024
3039,0.00,12.27,0.010,0.013
3040,0.00,12.27,0.016,0.029
3041,0.00,12.27,0.006,0.037
3042,0.00,12.27,0.019,0.031
3043,0.00,12.27,0.019,0.033
3044,0.00,12.27,0.011,0.033
3045,0.00,12.24,0.012,0.053
3046,0.00,12.29,0.001,0.023
3047,0.00,12.24,0.022,0.029
3048,0.00,12.24,0.002,0.016
3049,0.00,12.27,0.011,0.032
3050,0.00,12.27,0.003,0.021
3051,0.00,12.27,0.016,0.034
3052,0.00,12.27,0.027,0.037
3053,0.00,12.27,0.006,0.028
3054,0.00,12.27,0.013,0.034
3055,0.00,12.24,0.013,0.027
3056,0.00,12.27,0.002,0.014
3057,0.00,12.27,0.023,0.032
3058,0.00,12.29,0.016,0.035
3059,0.00,12.32,0.000,0.045
3060,0.00,12.24,0.000,0.011
3061,0.00,12.24,0.010,0.038
3062,0.00,12.24,0.023,0.023
3063,0.00,12.24,0.023,0.034
3064,0.00,12.27,0.021,0.039
3065,0.00,12.27,0.012,0.024
3066,0.00,12.27,0.014,0.032
3067,0.00,12.24,0.024,0.032
3068,0.00,12.27,0.019,0.038
3069,0.00,12.24,-0.001,0.032
3070,0.00,12.24,0.007,0.026
3071,0.00,12.27,0.026,0.027
3072,0.00,12.27,0.028,0.025
3073,0.00,12.27,0.012,0.029
3074,0.00,12.27,0.016,0.032
3075,0.00,12.24,0.036,0.040
3076,0.00,12.24,0.010,0.044
3077,0.00,12.24,0.013,0.028
3078,0.00,12.24,-0.009,0.027
3079,0.00,12.24,-0.001,0.029
3080,0.00,12.24,0.002,0.041
3081,0.00,12.24,0.002,0.046
3082,0.00,12.27,0.025,0.047
3083,0.00,12.27,0.020,0.044
3084,0.00,12.27,0.015,0.037
3085,0.00,12.24,0.005,0.036
3086,0.00,12.24,0.004,0.028
3087,0.00,12.27,0.026,0.057
3088,0.00,12.27,0.017,0.035
3089,0.00,12.27,0.010,0.015
3090,0.00,12.24,-0.010,0.018
3091,0.00,12.27,0.022,0.021
3092,0.00,12.29,0.003,0.032
3093,0.00,12.24,-0.004,0.013
3094,0.00,12.29,0.015,0.037
3095,0.00,12.27,0.006,0.029
3096,0.00,12.27,0.008,0.058
3097,0.00,12.27,0.014,0.015
3098,0.00,12.24,0.005,0.041
3099,0.00,12.27,0.011,0.015
3100,0.00,12.27,0.011,0.022
3101,0.00,12.24,0.019,0.023
3102,0.00,12.27,0.028,0.029
3103,0.00,12.27,0.005,0.034
3104,0.00,12.22,0.019,0.027
3105,0.00,12.27,0.003,0.034
3106,0.00,12.27,0.010,0.035
3107,0.00,12.27,-0.007,0.030
3108,0.00,12.24,-0.014,0.027
3109,0.00,12.27,0.003,0.007
3110,0.00,12.27,0.016,0.038
3111,0.00,12.24,0.004,0.042
3112,0.00,12.29,-0.019,0.025
3113,0.00,12.27,-0.012,0.019
3114,0.00,12.24,0.019,0.041
3115,0.00,12.27,0.021,0.017
3116,0.00,12.27,0.004,0.038
3117,0.00,12.27,0.022,0.038
3118,0.00,12.27,0.000,0.052
3119,0.00,12.24,0.010,0.047
3120,0.00,12.24,0.019,0.015
3121,0.00,12.24,0.004,0.033
3122,0.00,12.27,0.005,0.035
3123,0.00,12.27,0.017,0.037
3124,0.00,12.27,0.010,0.050
3125,0.00,12.27,0.024,0.036
3126,0.00,12.27,0.013,0.029
3127,0.00,12.27,-0.011,0.049
3128,0.00,12.24,0.010,0.032
3129,0.00,12.27,0.008,0.020
3130,0.00,12.27,0.002,0.020
3131,0.00,12.24,0.012,0.032
3132,0.00,12.19,0.015,0.029
3133,0.00,12.27,0.002,0.034
3134,0.00,12.27,0.008,0.024
3135,0.00,12.22,0.014,0.027
3136,0.00,12.27,0.023,0.049
3137,0.00,12.24,0.016,0.027
3138,0.00,12.27,0.012,0.035
3139,0.00,12.27,0.014,0.022
3140,0.00,12.24,0.025,0.015
3141,0.00,12.29,0.015,0.026
3142,0.00,12.27,0.009,0.029
3143,0.00,12.24,-0.012,0.017
3144,0.00,12.32,0.025,0.030
3145,0.00,12.34,0.006,0.023
3146,0.00,12.32,0.020,0.021
3147,0.00,0.00,-0.004,0.019
3148,0.00,0.00,0.012,0.026
3149,0.00,0.00,-0.006,0.016
3150,0.00,0.00,0.008,0.029
3151,0.00,0.00,0.006,0.032
3152,0.00,0.00,0.008,0.014
3153,0.00,0.00,0.007,0.021
3154,0.00,0.00,0.020,0.009
3155,0.00,0.00,0.024,0.023
3156,0.00,0.00,0.002,0.027
3157,0.00,0.00,0.003,0.016
3158,0.00,0.00,-0.012,0.024
3159,0.00,0.00,0.024,0.029
3160,0.00,0.00,0.003,0.027
3161,0.00,0.00,-0.011,0.034
3162,0.00,0.00,0.027,0.028
3163,0.00,0.00,0.008,0.031
3164,0.00,0.00,0.018,0.022
3165,0.00,0.00,0.022,0.031
3166,0.00,0.00,0.010,0.022
3167,0.00,0.00,0.026,0.031
3168,0.00,0.00,0.023,0.032
3169,0.00,0.00,0.004,0.031
3170,0.00,0.00,0.002,-0.003
3171,0.00,0.00,0.019,0.009
3172,0.00,0.00,0.007,0.010
3173,0.00,0.00,0.006,0.034
3174,0.00,0.00,0.024,0.032
3175,0.00,0.00,0.010,0.030
3176,0.00,0.00,0.022,0.026
3177,0.00,0.00,0.021,0.029
3178,0.00,0.00,0.003,0.032
3179,0.00,0.00,0.007,0.004
3180,0.00,0.00,0.019,0.033
3181,0.00,0.00,0.008,0.023
3182,0.00,0.00,0.019,0.015
3183,0.00,0.00,0.002,0.021
3184,0.00,0.00,0.019,0.036
3185,0.00,0.00,-0.012,0.018
3186,0.00,0.00,0.013,0.021
3187,0.00,0.00,0.010,0.008
3188,0.00,0.00,0.008,0.007
3189,0.00,0.00,0.022,0.024
3190,0.00,0.00,0.019,0.015
3191,0.00,0.00,0.007,0.018
3192,0.00,0.00,0.008,0.023
3193,0.00,0.00,0.008,0.020
3194,0.00,0.00,0.000,0.041
3195,0.00,0.00,-0.008,0.030
3196,0.00,0.00,0.002,0.023
3197,0.00,0.00,0.004,0.018
3198,0.00,0.00,-0.018,0.021
3199,0.00,0.00,-0.010,0.035
3200,0.00,0.00,0.029,0.009
3201,0.00,0.00,0.016,0.014
3202,0.00,0.00,0.016,0.024
3203,0.00,0.00,0.009,0.033
3204,0.00,0.00,0.008,0.027
3205,0.00,0.00,0.020,0.017
3206,0.00,0.00,0.015,0.032
3207,0.00,0.00,-0.006,0.018
3208,0.00,0.00,0.013,0.035
3209,0.00,0.00,0.013,0.036
3210,0.00,0.00,0.021,0.031
3211,0.00,0.00,0.014,0.018
3212,0.00,0.00,0.009,0.030
3213,0.00,0.00,0.005,0.015
3214,0.00,0.00,-0.007,0.031
3215,0.00,0.00,0.000,0.032
3216,0.00,0.00,0.018,0.015
3217,0.00,0.00,0.015,0.022
3218,0.00,0.00,0.019,0.027
3219,0.00,0.00,0.010,0.025
3220,0.00,0.00,-0.010,0.026
3221,0.00,0.00,0.024,0.037
3222,0.00,0.00,-0.002,0.024
3223,0.00,0.00,0.021,0.034
3224,0.00,0.00,0.008,0.012
3225,0.00,0.00,-0.010,0.041
3226,0.00,0.00,0.005,0.028
3227,0.00,0.00,0.008,-0.000
3228,0.00,0.00,0.032,0.028
3229,0.00,0.00,-0.009,0.036
3230,0.00,0.00,0.004,0.013
3231,0.00,0.00,-0.006,0.030
3232,0.00,0.00,0.021,0.008
3233,0.00,0.00,0.013,0.036
3234,0.00,0.00,0.021,0.029
3235,0.00,0.00,-0.008,0.024
3236,0.00,0.00,0.022,0.030
3237,0.00,0.00,0.005,-0.003
3238,0.00,0.00,-0.001,0.004
3239,0.00,0.00,0.001,0.023
3240,0.00,0.00,-0.007,0.024
3241,0.00,0.00,0.010,0.023
3242,0.00,0.00,0.019,0.029
3243,0.00,0.00,0.014,0.042
3244,0.00,0.00,0.016,0.031
3245,0.00,0.00,0.025,0.021
3246,0.00,0.00,0.009,0.009
3247,0.00,0.00,0.013,0.024
3248,0.00,0.00,0.021,0.007
3249,0.00,0.00,0.014,0.024
3250,0.13,0.00,0.006,0.019
3251,12.29,0.00,0.099,0.026
3252,12.27,0.00,0.094,0.025
3253,12.27,0.00,0.099,0.037
3254,12.24,0.00,0.109,0.017
3255,12.24,0.00,0.096,0.031
3256,12.24,0.00,0.099,0.023
3257,12.22,0.00,0.107,0.014
3258,12.07,0.00,0.091,0.037
3259,12.22,0.00,0.097,0.022
3260,12.29,0.00,0.102,0.041
3261,12.24,0.00,0.085,0.018
3262,12.24,0.00,0.104,0.030
3263,12.27,0.00,0.085,0.029
3264,12.24,0.00,0.108,0.032
3265,12.24,0.00,0.088,0.036
3266,12.27,0.00,0.106,0.049
3267,12.22,0.00,0.103,0.029
3268,12.24,0.00,0.089,0.035
3269,12.22,0.00,0.095,0.033
3270,12.24,0.00,0.094,0.032
3271,12.22,0.00,0.101,0.033
3272,12.24,0.00,0.105,0.030
3273,12.29,0.00,0.077,0.034
3274,12.22,0.00,0.105,0.021
3275,12.27,0.00,0.091,0.029
3276,12.22,0.00,0.100,0.033
3277,12.24,0.00,0.084,0.006
3278,12.24,0.00,0.098,0.039
3279,12.29,0.00,0.090,0.047
3280,8.21,0.00,0.001,0.043
3281,0.00,0.00,0.010,0.015
3282,0.00,0.00,-0.006,0.033
3283,12.27,12.27,0.101,0.028
3284,12.22,12.27,0.103,0.031
3285,12.19,12.24,0.095,0.039
3286,12.22,12.24,0.086,0.027
3287,12.24,12.22,0.090,0.033
3288,12.24,12.24,0.097,0.021
3289,12.27,12.24,0.085,0.039
3290,12.27,12.24,0.103,0.044
3291,12.24,12.19,0.104,0.019
3292,12.22,12.27,0.106,0.040
3293,12.22,12.22,0.079,0.038
3294,12.27,12.24,0.095,0.048
3295,12.22,12.24,0.087,0.036
3296,12.24,12.22,0.081,0.018
3297,12.24,12.19,0.100,0.030
3298,12.24,12.22,0.122,0.042
3299,12.27,12.24,0.104,0.027
3300,12.24,12.24,0.106,0.024
3301,12.24,12.22,0.119,0.035
3302,12.19,12.29,0.112,0.038
3303,12.27,12.24,0.096,0.029
3304,12.24,12.22,0.085,0.021
3305,12.24,12.24,0.105,0.035
3306,12.22,12.22,0.086,0.023
3307,12.27,12.22,0.087,0.033
3308,12.19,12.24,0.106,0.027
3309,12.27,12.24,0.096,0.029
3310,12.24,12.24,0.087,0.021
3311,12.19,12.27,0.097,0.038
3312,12.27,12.24,0.099,0.034
3313,12.27,12.19,0.087,0.019
3314,12.22,12.22,0.102,0.038
3315,12.24,12.27,0.101,0.035
3316,12.24,12.24,0.087,0.046
3317,12.22,12.22,0.097,0.035
3318,12.27,12.22,0.098,0.039
3319,12.24,12.24,0.095,0.014
3320,12.27,12.24,0.098,0.023
3321,12.24,12.27,0.086,0.026
3322,12.24,12.22,0.094,0.038
3323,12.24,12.24,0.102,0.043
3324,12.22,12.27,0.089,0.045
3325,12.27,12.22,0.110,0.056
3326,12.24,12.29,0.097,0.035
3327,12.29,12.29,0.091,0.023
3328,12.24,0.00,0.092,0.016
3329,12.27,0.00,0.084,0.012
3330,12.29,0.00,0.091,0.019
3331,12.27,0.00,0.074,0.029
3332,12.27,0.00,0.101,0.026
3333,12.29,0.00,0.082,0.019
3334,12.27,0.00,0.093,0.038
3335,12.27,0.00,0.074,0.038
3336,12.39,0.00,0.108,0.011
3337,12.29,0.00,0.093,0.031
3338,12.29,0.00,0.081,0.020
3339,12.29,0.00,0.096,0.012
3340,12.27,0.00,0.079,0.027
3341,12.27,0.00,0.077,0.013
3342,12.27,0.00,0.102,0.010
3343,12.27,0.00,0.098,0.024
3344,12.29,0.00,0.087,0.017
3345,12.29,0.00,0.097,0.025
3346,12.29,0.00,0.093,0.021
3347,12.29,0.00,0.087,0.045
3348,12.32,0.00,0.090,0.022
3349,12.27,0.00,0.085,0.025
3350,12.27,0.00,0.079,0.028
3351,12.27,0.00,0.079,0.027
3352,12.29,0.00,0.073,0.016
3353,12.29,0.00,0.082,0.007
3354,12.29,0.00,0.096,0.027
3355,12.29,0.00,0.079,0.011
3356,12.29,0.00,0.091,0.035
3357,12.29,0.00,0.086,0.021
3358,12.27,0.00,0.094,0.025
3359,12.27,0.00,0.087,0.023
3360,12.29,0.00,0.094,0.035
3361,12.27,0.00,0.082,0.032
3362,12.27,0.00,0.110,0.026
3363,12.27,0.00,0.099,0.023
3364,12.27,0.00,0.085,0.046
3365,12.27,0.00,0.083,0.038
3366,12.29,0.00,0.086,0.021
3367,12.22,0.00,0.094,0.018
3368,12.29,0.00,0.093,0.028
3369,12.29,0.00,0.085,0.041
3370,12.27,0.00,0.093,0.032
3371,12.27,0.00,0.107,0.038
3372,12.27,0.00,0.097,0.024
3373,12.27,0.00,0.099,0.034
3374,12.29,0.00,0.085,0.035
3375,12.24,0.00,0.068,0.021
3376,12.27,0.00,0.096,0.021
3377,12.29,0.00,0.102,0.021
3378,12.24,0.00,0.082,0.021
3379,12.27,0.00,0.084,0.044
3380,12.27,0.00,0.102,0.035
3381,12.29,0.00,0.085,0.023
3382,12.27,0.00,0.090,0.031
3383,12.27,0.00,0.093,0.035
3384,12.32,0.00,0.081,0.018
3385,12.32,0.00,0.094,0.018
3386,12.29,0.00,0.086,0.027
3387,12.27,0.00,0.093,0.035
3388,12.27,0.00,0.102,0.015
3389,12.24,0.00,0.091,0.028
3390,12.29,0.00,0.102,0.027
3391,12.27,0.00,0.093,0.023
3392,12.29,0.00,0.088,0.028
3393,12.24,0.00,0.091,0.029
3394,12.29,0.00,0.098,0.038
3395,12.29,0.00,0.086,0.027
3396,12.29,0.00,0.111,0.024
3397,12.29,0.00,0.084,0.029
3398,12.29,0.00,0.091,0.024
3399,12.27,0.00,0.094,0.024
3400,12.29,0.00,0.105,0.030
3401,12.27,0.00,0.086,0.040
3402,12.27,0.00,0.096,0.032
3403,12.27,0.00,0.114,0.013
3404,12.27,0.00,0.099,0.046
3405,12.29,0.00,0.086,0.007
3406,12.27,0.00,0.115,0.026
3407,12.27,0.00,0.086,0.026
3408,12.24,0.00,0.088,0.028
3409,12.27,0.00,0.080,0.018
3410,12.24,0.00,0.099,0.035
3411,12.27,0.00,0.092,0.032
3412,12.22,0.00,0.094,0.030
3413,12.29,0.00,0.100,0.021
3414,12.29,0.00,0.092,0.012
3415,12.29,0.00,0.100,0.036
3416,12.24,0.00,0.103,0.024
3417,12.27,0.00,0.093,0.026
3418,12.27,0.00,0.090,0.014
3419,12.27,0.00,0.100,0.024
3420,12.27,0.00,0.092,0.018
3421,12.29,0.00,0.096,0.045
3422,12.27,0.00,0.108,0.017
3423,12.27,0.00,0.105,0.046
3424,12.27,0.00,0.098,0.038
3425,12.27,0.00,0.094,0.032
3426,12.24,0.00,0.091,0.024
3427,12.24,0.00,0.070,0.012
3428,12.27,0.00,0.092,0.030
3429,12.27,0.00,0.093,0.037
3430,12.29,0.00,0.100,0.021
3431,12.27,0.00,0.094,0.034
3432,12.29,0.00,0.111,0.038
3433,12.29,0.00,0.094,0.023
3434,12.29,0.00,0.095,0.027
3435,12.29,0.00,0.105,0.021
3436,12.24,0.00,0.122,0.028
3437,12.27,0.00,0.094,0.038
3438,12.27,0.00,0.093,0.026
3439,12.27,0.00,0.089,0.024
3440,12.27,0.00,0.122,0.023
3441,12.27,0.00,0.083,0.032
3442,12.29,0.00,0.107,0.024
3443,12.24,0.00,0.082,0.029
3444,12.22,0.00,0.093,0.007
3445,12.24,0.00,0.105,0.021
3446,12.29,0.00,0.094,0.027
3447,12.27,0.00,0.087,0.015
3448,12.27,0.00,0.099,0.029
3449,12.27,0.00,0.094,0.029
3450,12.27,0.00,0.119,0.021
3451,12.27,0.00,0.113,0.026
3452,12.29,0.00,0.098,0.029
3453,12.24,0.00,0.098,0.035
3454,12.29,0.00,0.096,0.029
3455,12.29,0.00,0.090,0.016
3456,12.29,0.00,0.086,0.035
3457,12.29,0.00,0.094,0.012
3458,12.27,0.00,0.087,0.037
3459,12.29,0.00,0.103,0.031
3460,12.29,0.00,0.098,0.023
3461,12.32,0.00,0.109,0.035
3462,12.29,0.00,0.094,0.030
3463,12.29,0.00,0.106,0.038
3464,12.27,0.00,0.101,0.029
3465,12.27,0.00,0.079,0.041
3466,12.27,0.00,0.082,0.029
3467,12.27,0.00,0.100,0.053
3468,12.29,0.00,0.087,0.044
3469,12.29,0.00,0.086,0.018
3470,12.27,0.00,0.092,0.029
3471,12.29,0.00,0.098,0.018
3472,12.27,0.00,0.104,0.044
3473,12.29,0.00,0.094,0.026
3474,12.29,0.00,0.095,0.048
3475,12.29,0.00,0.087,0.019
3476,12.27,0.00,0.088,0.033
3477,12.24,0.00,0.085,0.024
3478,12.27,0.00,0.090,0.015
3479,12.27,0.00,0.089,-0.002
3480,12.29,0.00,0.099,0.032
3481,12.27,0.00,0.076,0.032
3482,12.32,0.00,0.078,0.043
3483,12.24,0.00,0.097,0.030
3484,12.27,0.00,0.090,0.025
3485,12.29,0.00,0.095,0.032
3486,12.29,0.00,0.082,0.027
3487,12.32,0.00,0.103,0.032
3488,12.32,0.00,0.102,0.028
3489,12.27,0.00,0.088,0.041
3490,12.27,0.00,0.108,0.018
3491,12.27,0.00,0.108,0.038
3492,12.29,0.00,0.097,0.029
3493,12.29,0.00,0.094,0.018
3494,12.27,0.00,0.091,0.044
3495,12.29,0.00,0.084,0.027
3496,12.29,0.00,0.114,0.025
3497,12.24,0.00,0.096,0.041
3498,12.27,0.00,0.110,0.027
3499,12.29,0.00,0.102,0.027
3500,12.24,0.00,0.091,0.028
3501,12.27,0.00,0.087,0.047
3502,12.24,0.00,0.091,0.023
3503,12.29,0.00,0.090,0.024
3504,12.29,0.00,0.102,0.039
3505,12.29,0.00,0.086,0.035
3506,12.29,0.00,0.076,0.043
3507,12.27,0.00,0.094,0.043
3508,12.29,0.00,0.087,0.019
3509,12.27,0.00,0.095,0.038
3510,12.29,0.00,0.102,0.039
3511,12.27,0.00,0.085,0.027
3512,12.27,0.00,0.107,0.030
3513,12.22,0.00,0.073,0.019
3514,12.27,0.00,0.099,0.012
3515,12.29,0.00,0.097,0.024
3516,12.24,0.00,0.102,0.027
3517,12.27,0.00,0.082,0.018
3518,12.29,0.00,0.090,0.029
3519,12.27,0.00,0.088,0.026
3520,12.27,0.00,0.082,0.029
3521,12.27,0.00,0.086,0.046
3522,12.27,0.00,0.083,0.027
3523,12.29,0.00,0.070,0.021
3524,12.27,0.00,0.082,0.036
3525,12.24,0.00,0.086,0.047
3526,12.32,0.00,0.070,0.024
3527,12.32,0.00,0.075,0.026
3528,12.27,0.00,0.065,0.035
3529,12.24,0.00,0.080,0.046
3530,12.27,0.00,0.090,0.033
3531,12.29,0.00,0.097,0.015
3532,12.24,0.00,0.087,0.027
3533,12.27,0.00,0.099,0.041
3534,12.27,0.00,0.102,0.032
3535,12.27,0.00,0.113,0.027
3536,12.29,0.00,0.090,0.011
3537,12.29,0.00,0.091,0.049
3538,12.27,0.00,0.095,0.051
3539,12.32,0.00,0.073,0.023
3540,12.24,0.00,0.086,0.027
3541,12.24,0.00,0.087,0.020
3542,12.27,0.00,0.086,0.043
3543,12.27,0.00,0.101,0.041
3544,12.27,0.00,0.096,0.018
3545,12.27,0.00,0.096,0.013
3546,12.29,0.00,0.093,0.012
3547,12.32,0.00,0.110,0.018
3548,12.14,0.00,0.103,0.036
3549,12.22,0.00,0.090,0.039
3550,12.27,0.00,0.084,0.022
3551,12.24,0.00,0.104,0.029
3552,12.27,0.00,0.090,0.031
3553,12.29,0.00,0.095,0.030
3554,12.29,0.00,0.087,0.030
3555,12.22,0.00,0.079,0.035
3556,12.29,0.00,0.087,0.019
3557,12.24,0.00,0.073,0.022
3558,12.29,0.00,0.101,0.036
3559,12.24,0.00,0.097,0.016
3560,12.32,0.00,0.076,0.038
3561,12.27,0.00,0.089,0.038
3562,12.27,0.00,0.092,0.032
3563,12.27,0.00,0.091,0.023
3564,12.27,0.00,0.087,0.031
3565,12.29,0.00,0.093,0.041
3566,12.29,0.00,0.087,0.018
3567,12.27,0.00,0.073,0.009
3568,12.24,0.00,0.082,0.026
3569,12.24,0.00,0.091,0.035
3570,12.27,0.00,0.110,0.036
3571,12.27,0.00,0.094,0.027
3572,12.27,0.00,0.109,0.032
3573,12.29,0.00,0.095,0.028
3574,12.27,0.00,0.093,0.022
3575,12.27,0.00,0.100,0.030
3576,12.24,0.00,0.096,-0.000
3577,12.32,0.00,0.092,0.046
3578,12.29,0.00,0.070,0.037
3579,12.29,0.00,0.096,0.029
3580,12.27,0.00,0.108,0.024
3581,12.27,0.00,0.106,0.031
3582,12.29,0.00,0.091,0.049
3583,12.27,0.00,0.094,0.001
3584,12.24,0.00,0.094,0.039
3585,12.29,0.00,0.093,0.049
3586,12.27,0.00,0.107,0.029
3587,12.29,0.00,0.099,0.026
3588,12.29,0.00,0.085,0.038
3589,12.29,0.00,0.095,0.032
3590,12.27,0.00,0.090,0.045
3591,12.29,0.00,0.099,0.042
3592,12.27,0.00,0.080,0.015
3593,12.29,0.00,0.099,0.015
3594,12.24,0.00,0.089,0.026
3595,12.29,0.00,0.091,0.018
3596,12.24,0.00,0.103,0.040
3597,12.27,0.00,0.090,0.024
3598,12.32,0.00,0.096,0.035
3599,12.27,0.00,0.093,0.035
3600,12.29,0.00,0.107,0.039
3601,12.29,0.00,0.071,0.032
3602,12.24,0.00,0.090,0.041
3603,12.29,0.00,0.079,0.037
3604,12.29,0.00,0.082,0.024
3605,12.34,0.00,0.093,0.038
3606,12.27,0.00,0.103,0.035
3607,12.22,0.00,0.076,0.027
3608,12.29,0.00,0.111,0.044
3609,12.32,0.00,0.091,0.029
3610,12.27,0.00,0.091,0.013
3611,12.27,0.00,0.104,0.028
3612,12.29,0.00,0.116,0.033
3613,12.27,0.00,0.093,0.036
3614,12.27,0.00,0.105,0.025
3615,12.29,0.00,0.067,0.047
3616,12.27,0.00,0.100,0.024
3617,12.29,0.00,0.113,0.019
3618,12.27,0.00,0.113,0.028
3619,12.29,0.00,0.110,0.048
3620,12.24,0.00,0.095,0.029
3621,12.27,0.00,0.102,0.040
3622,12.27,0.00,0.090,0.028
3623,12.29,0.00,0.078,0.046
3624,12.27,0.00,0.092,0.026
3625,12.29,0.00,0.098,0.027
3626,12.27,0.00,0.093,0.028
3627,12.32,0.00,0.082,0.012
3628,12.27,0.00,0.100,0.029
3629,12.27,0.00,0.093,0.027
3630,12.27,0.00,0.102,0.043
3631,12.29,0.00,0.090,0.004
3632,12.24,0.00,0.090,0.020
3633,12.24,0.00,0.100,0.018
3634,12.29,0.00,0.089,0.037
3635,12.27,0.00,0.100,0.037
3636,12.32,0.00,0.114,0.026
3637,12.27,0.00,0.101,0.032
3638,12.27,0.00,0.112,0.032
3639,12.29,0.00,0.090,0.041
3640,12.27,0.00,0.114,0.038
3641,12.27,0.00,0.094,0.045
3642,12.27,0.00,0.105,0.029
3643,12.27,0.00,0.110,0.042
3644,12.29,0.00,0.098,0.023
3645,12.27,0.00,0.087,0.047
3646,12.29,0.00,0.099,0.029
3647,12.29,0.00,0.091,0.043
3648,12.27,0.00,0.099,0.047
3649,12.37,0.00,0.098,0.038
3650,12.32,0.00,0.082,0.031
3651,12.29,0.00,0.087,0.048
3652,12.27,0.00,0.088,0.032
3653,12.27,0.00,0.094,0.035
3654,12.27,0.00,0.084,0.028
3655,12.32,0.00,0.107,0.038
3656,12.27,0.00,0.082,0.013
3657,12.27,0.00,0.079,0.027
3658,12.27,0.00,0.118,0.023
3659,12.32,0.00,0.085,0.038
3660,12.29,0.00,0.101,0.046
3661,12.27,0.00,0.097,0.017
3662,12.22,0.00,0.083,0.015
3663,12.27,0.00,0.089,0.031
3664,12.27,0.00,0.113,0.012
3665,12.27,0.00,0.102,0.041
3666,12.27,0.00,0.094,0.021
3667,12.24,0.00,0.078,0.035
3668,12.24,0.00,0.088,0.037
3669,12.32,0.00,0.102,0.009
3670,12.39,0.00,0.099,0.041
3671,12.27,0.00,0.093,0.049
3672,12.29,0.00,0.084,0.041
3673,12.27,0.00,0.102,0.040
3674,12.29,0.00,0.099,0.042
3675,12.29,0.00,0.092,0.015
3676,12.27,0.00,0.087,0.029
3677,12.29,0.00,0.095,0.040
3678,12.32,0.00,0.069,0.024
3679,12.27,0.00,0.093,0.026
3680,12.29,0.00,0.107,0.021
3681,12.29,0.00,0.093,0.025
3682,12.29,0.00,0.099,0.023
3683,12.24,0.00,0.091,0.025
3684,12.27,0.00,0.087,0.038
3685,12.29,0.00,0.089,0.027
3686,12.27,0.00,0.074,0.032
3687,12.24,0.00,0.091,0.050
3688,12.32,0.00,0.067,0.037
3689,12.27,0.00,0.099,0.029
3690,12.24,0.00,0.089,0.037
3691,12.29,0.00,0.091,0.029
3692,12.27,0.00,0.089,0.031
3693,12.27,0.00,0.091,0.023
3694,12.27,0.00,0.092,0.045
3695,12.29,0.00,0.089,0.036
3696,12.24,0.00,0.085,0.025
3697,12.29,0.00,0.097,0.038
3698,12.27,0.00,0.077,0.028
3699,12.27,0.00,0.079,0.019
3700,12.27,0.00,0.082,0.021
3701,12.29,0.00,0.086,0.051
3702,12.22,0.00,0.091,0.037
3703,12.27,0.00,0.083,0.048
3704,12.27,0.00,0.082,0.031
3705,12.29,0.00,0.085,0.027
3706,12.27,0.00,0.088,0.036
3707,12.29,0.00,0.079,0.049
3708,12.22,0.00,0.092,0.056
3709,12.27,0.00,0.097,0.034
3710,12.29,0.00,0.098,0.049
3711,12.24,0.00,0.089,0.016
3712,12.29,0.00,0.097,0.018
3713,12.29,0.00,0.091,0.027
3714,12.32,0.00,0.103,0.031
3715,12.27,0.00,0.070,0.021
3716,12.29,0.00,0.090,0.041
3717,12.22,0.00,0.082,0.031
3718,12.27,0.00,0.085,0.021
